aadt_rank,section_id,highway,section,county,section_description,section_length_km,current_year,current_aadt,prior_year,prior_aadt,yoy_growth_pct,growth_rank,capacity_threshold,over_capacity
535,212020,212,20,HFX,OLDHAM RD (GOFFS) TO ANTRIM RD (ANTRIM),10.23,2025,1610,2024,1500,7.33,,10000,false
536,4016,4,16,PIC,HWY 104 INTER/C (EXIT 19) TO RTE 376 (CENTRAL WEST RIVER),5.2,2025,1600,2022,1510,1.95,,10000,false
536,4030,4,30,ANT,HWY 104 CONNECTOR (JAMES RIVER) TO HWY 104 (EXIT 31),9.67,2023,1600,2020,1220,9.46,,10000,false
538,16010,16,10,ANT,TK 4 (MONASTERY) TO ANTIGONISH-GUYSBOROUGH COUNTY LINE,5.08,2023,1590,2020,1370,5.09,,10000,false
538,16020,16,20,GUY,RTE 344 (BOYLSTON) TO GUYSBOROUGH TOWN LINE,6.65,2023,1590,2020,1530,1.29,,10000,false
538,217025,217,25,DIG,MIDDLE CROSS RD (ROXVILLE) TO WATERFORD EAST LINE,8.39,2024,1590,2021,1310,6.67,,10000,false
538,318020,318,20,HFX,HWY 118 OVERPASS TO TK 2 (WAVERLEY),5.82,2007,1590,2005,3240,-29.95,,10000,false
538,8034,8,34,QUE,HIBERNIA RD (CALEDONIA) TO RTE 208 (SOUTH BROOKFIELD),4.91,2024,1590,2021,1750,-3.15,,10000,false
543,30044,30,44,VIC,CBH PARK NORTH BOUNDARY (INGONISH CENTRE) TO CBH PARK BOUNDARY (BROAD COVE),8.14,2023,1580,2020,1400,4.11,,10000,false
544,289020,289,20,COL,CLOVERDALE RD (MIDDLE STEWIACKE) TO SOUTH SIDE RD (UPPER STEWIACKE),13.74,2025,1570,2022,1060,13.99,,10000,false
545,7098,7,98,ANT,RTE 276 (SOUTH LOCHABER) TO OLD PINEVALE RD,11.64,2023,1560,2020,1460,2.23,,10000,false
546,395010,395,10,INV,RTE 252 TO WEST LAKE AINSLIE RD (LAKE AINSLIE SOUTH SIDE RD),5.48,2023,1550,2020,510,44.85,,10000,false
547,340030,340,30,YAR,CARLETON TRIANGLE RD (CARLETON) TO HALEY DR (DEERFIELD),8.26,2024,1540,2021,1560,-0.43,,10000,false
548,1047,1,47,HFX,PATTON RD (SACKVILLE) TO MOUNT UNIACKE CONN,4.5,2024,1530,2023,2650,-42.26,,10000,false
548,2170,2,170,CUM,PARRSBORO NORTH LINE TO BOARS BACK RD (HALFWAY RIVER),12.64,2025,1530,2023,530,69.91,,10000,false
550,6100,6,100,COL,RTE 311 (TATAMAGOUCHE) TO RTE 326 (BRULE),9.97,2025,1526,2024,1570,-2.8,,10000,false
551,216025,216,25,CB,ESKASONI (EAST RESERVATION LINE) TO BOURINOT RD,15.19,2023,1520,2020,1590,-1.49,,10000,false
551,304010,304,10,YAR,YARMOUTH TOWN LINE TO CAPE FOURCHU LIGHTHOUSE,9.08,2021,1520,2018,1820,-5.83,,10000,false
553,10038,10,38,LUN,NORTH RIVER RD (MEISENERES SECTION) TO BARSS CORNER RD (NEW GERMANY),7.25,2024,1510,2021,1540,-0.65,,10000,false
553,19010,19,10,INV,PORT HASTINGS ROTARY (HWY 105) TO CREIGNISH MOUNTAIN RD,10.47,2023,1510,2020,2540,-15.92,,10000,false
553,217020,217,20,DIG,DIGBY TOWN LINE TO MIDDLE CROSS RD (ROXVILLE),6.61,2024,1510,2021,1370,3.3,,10000,false
553,6025,6,25,CUM,RIPLEY RD TO SHINIMICAS BRIDGE,14.96,2025,1510,2024,820,84.15,,10000,false
557,2195,2,195,CUM,SPRINGHILL TOWN LINE SOUTH TO SPRINGHILL TOWN LINE NORTH,5.6,2025,1490,2022,1730,-4.86,,10000,false
557,245020,245,20,PIC,FORBES MILL RD (MERIGOMISH) TO BARNEYS RIVER RD (LR BARNEYS RIVER),8.79,2025,1490,2022,630,33.23,,10000,false
557,301010,301,10,CUM,OXFORD TOWN LINE TO DICKSON RD (RIVERVIEW),8.53,2025,1490,2022,1660,-3.54,,10000,false
557,6130,6,130,PIC,HEDGEVILLE RD (SEAFOAM) TO TONY RIVER RD (TONY RIVER),5.56,2025,1490,2024,580,156.9,,10000,false
561,16015,16,15,GUY,ANTIGONISH-GUYSBOROUGH COUNTY LINE TO OLD MONASTERY RD (NORTH RIVERSIDE),10.63,2023,1480,2020,1190,7.54,,10000,false
561,223045,223,45,CB,GRAND NARROWS RD TO UPPER LEITCHES CREEK RD,5.87,2023,1480,2020,1170,8.15,,10000,false
561,4002,4,2,CUM,ROUTE 368 (WEST WENTWORTH) TO ROUTE 307 (WENTWORTH CENTRE),6.38,2025,1480,2022,510,42.64,,10000,false
564,204010,204,10,CUM,AMHERST EAST LINE TO FENWICK RD (SALEM),7.77,2025,1460,2022,1540,-1.76,,10000,false
564,253010,253,10,HFX,RTE 349 (ARMDALE) TO RTE 349 (HERRING COVE),12.02,2024,1460,2023,1440,1.39,,10000,false
566,103060,103,60,LUN,EXIT 7 (EAST RIVER INTER/C) TO EXIT 8 (TK 14)(CHESTER),7.14,2023,1450,2022,920,57.61,,10000,false
566,3050,3,50,LUN,HALIFAX/LUNENBURG COUNTY LINE TO RTE 329 (EAST RIVER),10.3,2024,1450,2021,1090,9.98,,10000,false
568,242010,242,10,CUM,RTE 302 (MACCAN) TO BARRONSFIELD RD (RIVER HEBERT),12.34,2025,1440,2022,520,40.43,,10000,false
569,103175,103,175,QUE,EXIT 20A (LIVERPOOL) TO EXIT 21 (PORT MOUTON),16.4,2024,1430,2021,3080,-22.57,,10000,false
569,201008,201,8,ANN,TUPPERVILLE RD (TUPPERVILLE) TO MORSE RD (CARLETON CORNER),7.59,2024,1430,2021,1450,-0.46,,10000,false
569,3100,3,100,LUN,WESTERN SHORE-GOLD RIVER LINE TO HWY 103 (EXIT 10),9.45,2024,1430,2022,1440,-0.35,,10000,false
569,3243,3,243,SHE,SHELBURNE TOWN LINE (EAST) TO REIDS HILL-BIRCHTOWN LINE,6.0,2024,1430,2021,1450,-0.46,,10000,false
573,142010,142,10,CUM,TK 2 TO HWY 104 INTER/C,6.11,2025,1420,2022,800,21.08,,10000,false
573,325010,325,10,LUN,RTE 208 (COLPTON) TO EAST CLIFFORD RD,9.66,2024,1420,2021,1160,6.97,,10000,false
573,332003,332,3,LUN,BLUE ROCKS RD (GARDEN ROCKS) TO TK 3 (DEANS CORNER),3.83,2024,1420,2021,1420,0.0,,10000,false
573,8010,8,10,ANN,RTE 201 TO HWY 101 (EXIT 22),4.43,2024,1420,2021,1400,0.47,,10000,false
577,14040,14,40,HAN,RTE 202 (RAWDON) TO ASHDALE RD (MACKAY SECTION),12.05,2025,1410,2024,1450,-2.76,,10000,false
577,212025,212,25,HFX,ANTRIM RD (ANTRIM) TO WYSES RD,6.52,2025,1410,2024,1350,4.44,,10000,false
577,4125,4,125,RIC,SCOTCH RD TO GRANDE ANSE-KEMPT ROAD LINE,9.03,2023,1410,2020,750,23.42,,10000,false
580,311035,311,35,COL,RTE 256 (THE FALLS) TO TK 6 (TATAMAGOUCHE),9.53,2025,1400,2022,1520,-2.7,,10000,false
580,333045,333,45,HFX,PAULS PT RD (HACKETTS COVE) TO INDIAN PT RD (GLEN HAVEN),10.4,2025,1400,2024,2290,-38.86,,10000,false
582,210015,210,15,QUE,MEDWAY RIVER RD (GREENFIELD) TO QUEENS-LUNENBURG COUNTY LINE,9.23,2024,1390,2021,1060,9.46,,10000,false
582,221010,221,10,KIN,RTE 360 TO BLIGH RD (WOODVILLE),8.46,2024,1390,2021,950,13.53,,10000,false
582,239010,239,10,CB,HWY 125 (BALL'S CREEK) TO RTE 305,0.53,2023,1390,2020,1310,2.0,,10000,false
585,8045,8,45,QUE,EIGHT MILE RD TO RIVER RD (MILTON),4.49,2024,1380,2021,1220,4.19,,10000,false
586,210020,210,20,LUN,QUEENS/LUNENBURG COUNTY LINE TO KNOX RD,6.65,2021,1370,2018,530,37.24,,10000,false
586,302030,302,30,CUM,RTE 242 (MACCAN) TO ATHOL BRIDGE (LITTLE FORKS RIVER),6.62,2025,1370,2022,1250,3.1,,10000,false
586,354008,354,8,HAN,MCGARTHS AVE TO TK 14 (UPPER RAWDON),6.87,2025,1370,2024,1150,19.13,,10000,false
589,2150,2,150,COL,BASS RIVER BRIDGE (BASS RIVER) TO ECONOMY POINT RD (ECONOMY),10.37,2025,1350,2022,520,37.44,,10000,false
589,215015,215,15,HAN,HWY 102 INTER/C TO MOSHER RD (ADMIRAL ROCK),9.78,2025,1350,2024,1480,-8.78,,10000,false
589,322030,322,30,HFX,MAIN GATE (SHEARWATER) TO SHORE RD (COW BAY),9.65,2007,1350,,,,,10000,false
592,224030,224,30,HFX,RTE 336 (UPPER MUSQUODOBOIT) TO MOOSELAND RD (MOOSE RIVER RD),11.0,2025,1340,2024,1120,19.64,,10000,false
592,8032,8,32,QUE,NORTHFIELD RD (KEMPT) TO HIBERNIA RD (CALEDONIA),9.98,2024,1340,2021,1290,1.28,,10000,false
592,8040,8,40,QUE,RTE 210 (MIDDLEFIELD) TO EIGHT MILE RD,11.1,2024,1340,2021,1170,4.63,,10000,false
595,201020,201,20,ANN,LAWRENCETOWN LANE TO TK 10 (NICTAUX),10.85,2024,1330,2021,1100,6.53,,10000,false
595,30080,30,80,INV,TK 19 (MARGAREE FORKS) TO EGYPT RD (LAKE OLAW),11.22,2023,1330,2020,1390,-1.46,,10000,false
595,349020,349,20,HFX,VILLAGE RD (HERRING COVE) TO DUNCANS COVE RD,8.0,2025,1330,2024,2470,-46.15,,10000,false
598,224045,224,45,HFX,MEADOW RD (CHASWOOD) TO COOKS BROOK RD,7.02,2025,1320,2024,1050,25.71,,10000,false
598,357010,357,10,HFX,TK 7 (MUSQUODOBOIT HARBOUR) TO CRAWFORDS BRIDGE (MUSQUODOBOIT RIVER),12.23,2025,1320,2024,580,127.59,,10000,false
600,208015,208,15,QUE,OLD ANNAPOLIS RD TO QUEENS/LUNENBURG COUNTY LINE,8.82,2024,1310,2021,1210,2.68,,10000,false
600,7056,7,56,HFX,TAYLOR HEAD RD (SPRY BAY) TO RTE 224 (SHEET HARBOUR),10.98,2025,1310,2024,680,92.65,,10000,false
602,30025,30,25,VIC,LITTLE RIVER RD (LITTLE RIVER) TO FRENCH RIVER BRIDGE,5.34,2025,1300,2024,1120,16.07,,10000,false
602,6110,6,110,PIC,RTE 326 (BRULE) TO RIVER JOHN BRIDGE,9.7,2025,1300,2022,1180,3.28,,10000,false
602,6120,6,120,PIC,RIVER JOHN BRIDGE TO HEDGEVILLE RD (SEAFOAM),9.8,2025,1300,2022,1130,4.78,,10000,false
605,19055,19,55,INV,RTE 395 (SOUTH WEST MARGAREE) TO CABOT TRAIL (MARGEREE FORKS),7.86,2023,1295,2020,1090,5.91,,10000,false
606,30070,30,70,INV,RTE 219 (MARGAREE HBR) TO TK 19 (MARGAREE FORKS),12.0,2023,1290,2020,1160,3.6,,10000,false
607,10040,10,40,LUN,BARSS CORNER RD(NEW GERMANY) TO NORTH BRANCH LAHAVE RIVER BRIDGE(PINEHURST),8.71,2024,1280,2021,1340,-1.52,,10000,false
608,14010,14,10,HAN,HWY 102 (MILFORD STATION) TO RTE 214 (NINE MILE RIVER),9.71,2025,1270,2024,2450,-48.16,,10000,false
608,2155,2,155,COL,ECONOMY POINT RD (ECONOMY) TO GERRISH VALLEY RD (ECONOMY),7.53,2025,1270,2022,1010,7.93,,10000,false
608,217030,217,30,DIG,WATERFORD EAST LINE TO LAKE MIDWAY PROVINCIAL PARK ENTRANCE,9.7,2024,1270,2021,1050,6.55,,10000,false
608,236030,236,30,HAN,RTE 354 (KENNETCOOK) TO KING RD (UPPER KENNETCOOK),6.53,2024,1270,2022,510,57.8,,10000,false
608,340035,340,35,YAR,HALEY DR (DEERFIELD) TO TK 1 (HEBRON),11.68,2025,1270,2024,2650,-52.08,,10000,false
613,252010,252,10,INV,HWY 105 (WHYCOCOMAGH) TO RTE 395 (STEWARTDALE),3.66,2024,1260,2023,2580,-51.16,,10000,false
614,16043,16,43,GUY,DOVER RD (HAZEL HILL) TO CANSO TOWN LINE,1.86,2023,1250,2020,1090,4.67,,10000,false
614,221003,221,3,ANN,TK 1 (WILMOT) TO BISHOP MOUNTAIN RD (NORTH KINGSTON),15.53,2024,1250,2021,1300,-1.3,,10000,false
614,321020,321,20,CUM,WYVERN RD (RIVER PHILIP) TO OXFORD TOWN LINE SOUTH,5.1,2025,1250,2022,980,8.45,,10000,false
614,357025,357,25,HFX,ELDERBANK BACK RD TO RTE 224 (MIDDLE MUSQUODOBOIT),9.81,2025,1250,2024,1160,7.76,,10000,false
614,6060,6,60,CUM,RTE 368 (WALLACE BAY) TO RTE 307 (WALLACE),8.92,2025,1250,2022,1260,-0.27,,10000,false
619,3305,3,305,YAR,OAK PARK RD (EAST PUBNICO) TO RTE 335 (PUBNICO),5.29,2024,1240,2021,1480,-5.73,,10000,false
619,366010,366,10,CUM,TK 6 (AMHERST) TO TIDNISH RIVER BRIDGE,18.32,2025,1240,2022,1560,-7.37,,10000,false
621,30043,30,43,VIC,CBH PARK SOUTH BOUNDARY (INGONISH BEACH) TO CBH PARK NORTH BOUNDARY,2.92,2023,1230,2020,1460,-5.55,,10000,false
621,308015,308,15,YAR,WILSON RD (SPRINGHAVEN) TO HWY 103 (EXIT 33)(TUSKET),11.36,2024,1230,2021,170,93.41,,10000,false
623,255020,255,20,CB,NUMBER SIX MINES RD (PORT CALEDONIA) TO NUMBER SIX MINES RD  (PORT MORIEN),5.35,2023,1220,2020,1080,4.15,,10000,false
623,7050,7,50,HFX,WEST SHIP HBR RD(SHIP HBR) TO MURPHY RD (MURPHY'S COVE),13.01,2025,1220,2023,1210,0.41,,10000,false
625,1100,1,100,HAN,FALMOUTH CONN TO HANTSPORT CONN,8.75,2025,1200,2024,1250,-4.0,,10000,false
625,19030,19,30,INV,MAIN ST (PORT HOOD) TO SOUTHWEST MABOU RIVER BRIDGE,6.63,2024,1200,2023,1100,9.09,,10000,false
625,307010,307,10,CUM,TK 4 (WENTWORTH CENTRE) TO OLD RTE 368,9.51,2025,1200,2022,1040,4.89,,10000,false
628,14085,14,85,HAN,NEW ROSS RD (VAUGHN) TO HANTS/LUNENBURG COUNTY LINE,8.98,2025,1190,2024,430,176.74,,10000,false
628,208010,208,10,QUE,TK 8 (SOUTH BROOKFIELD) TO OLD ANNAPOLIS RD,5.65,2024,1190,2021,1050,4.26,,10000,false
628,221035,221,35,KIN,RTE 358 (CANNING) TO MEDFORD RD (KINGSPORT),5.99,2024,1190,2021,1170,0.57,,10000,false
628,30085,30,85,VIC,WEST SIDE MIDDLE RIVER RD TO YANKEE LINE RD,10.37,2024,1190,2023,1040,14.42,,10000,false
628,316010,316,10,ANT,HWY 104 (LOWER SOUTH RIVER) TO ANTIGONISH-GUYSBOROUGH RD (ST ANDREWS),4.99,2025,1190,2023,2640,-32.86,,10000,false
628,6030,6,30,CUM,SHINIMICAS BRIDGE TO TIDNISH LINDEN RD (LINDEN),7.07,2025,1190,2022,1210,-0.55,,10000,false
634,3207,3,207,QUE,HWY 103 CONNECTOR RD (EXIT 21) (PORT MOUTON) TO END OF ROAD IN THIS SECTION,2.5,2024,1180,2021,1230,-1.37,,10000,false
634,354025,354,25,HAN,FINDLEY RD TO RTE 215 (NOEL),7.58,2025,1180,2024,1190,-0.84,,10000,false
636,309025,309,25,SHE,BLANCHE RD (CAPE NEGRO) TO HWY 103 (CLYDE RIVER),9.57,2024,1170,2021,1410,-6.03,,10000,false
636,331025,331,25,LUN,FERRY TERMINAL TO PETIT RIVER BRIDGE,12.25,2024,1170,2021,1410,-6.03,,10000,false
638,354020,354,20,HAN,RTE 236 (KENNETCOOK) TO FINDLEY RD,6.07,2025,1160,2024,2350,-50.64,,10000,false
639,2190,2,190,CUM,LYNN RD (MAPLETON) TO SPRINGHILL TOWN LINE SOUTH,7.57,2025,1150,2022,530,29.46,,10000,false
639,28030,28,30,CB,NEW WATERFORD-NEW VICTORIA LINE TO KILKENNY LAKE RD,7.97,2024,1150,2023,2230,-48.43,,10000,false
641,332020,332,20,LUN,KINGSBURG RD (ROSE BAY) TO FERRY TERMINAL (LAHAVE),5.0,2024,1140,2021,1130,0.29,,10000,false
642,217033,217,33,DIG,LAKE MIDWAY PROVINCIAL PARK ENTRANCE TO LITTLE RIVER RD,13.55,2024,1130,2021,850,9.96,,10000,false
642,303015,303,15,DIG,DIGBY TOWN LINE SOUTH TO DIGBY TOWN LINE NORTH,3.58,2025,1130,2024,940,20.21,,10000,false
642,312010,312,10,VIC,HWY 105 TO ENGLISHTOWN FERRY (ENGLISHTOWN),6.17,2023,1130,2020,1140,-0.29,,10000,false
645,19050,19,50,INV,RTE 219 (DUNVEGAN) TO RTE 395 (SOUTH WEST MARGAREE),7.17,2023,1120,2020,380,43.38,,10000,false
645,30087,30,87,VIC,YANKEE LINE RD TO HWY 105 (NYANZA),7.81,2023,1120,2020,1200,-2.27,,10000,false
645,7085,7,85,GUY,MAIN ST (SHERBROOKE) TO RTE 211 (STILLWATER),4.46,2023,1120,2020,960,5.27,,10000,false
648,329035,329,35,LUN,DEEP COVE RD TO TK 3 (EAST RIVER),9.29,2024,1110,2021,870,8.46,,10000,false
648,3303,3,303,YAR,YARMOUTH-SHELBURNE LINE TO OAK PARK RD (EAST PUBNICO),8.5,2024,1110,2021,1300,-5.13,,10000,false
648,362010,362,10,ANN,MIDDLETON TOWN LINE TO LILY LAKE RD (VICTORIA VALE),5.73,2024,1110,2021,520,28.76,,10000,false
651,340010,340,10,DIG,TK 1 (WEYMOUTH) TO HILLTOWN RD,11.0,2024,1100,2021,1210,-3.13,,10000,false
651,4019,4,19,PIC,NEW GLASGOW-LINACY LINE TO HWY 104 (EXIT 27),9.87,2025,1100,2022,980,3.93,,10000,false
653,203038,203,38,YAR,EAST KEMPTVILLE BRIDGE TO RTE 340 (CARLETON),11.25,2024,1090,2021,1080,0.31,,10000,false
653,289045,289,45,PIC,MONTREAL RD (ROCKLIN) TO WESTVILLE TOWN LINE,7.84,2025,1090,2022,1040,1.58,,10000,false
653,347030,347,30,PIC,MCLELLANS MOUNTAIN RD (GREENWOOD) TO BLANCHARD RD (BLUE MOUNTAIN),15.36,2022,1090,2019,470,32.37,,10000,false
656,311030,311,30,COL,RTE 326 (EARLTOWN) TO RTE 256 (THE FALLS),12.1,2025,1080,2022,1140,-1.79,,10000,false
656,3295,3,295,SHE,CEMETERY RD (LOWER WOODS HARBOUR) TO FORBES PT RD (CHARLESVILLE),5.58,2024,1080,2021,1190,-3.18,,10000,false
656,349025,349,25,HFX,DUNCANS COVE RD TO BULL POINT RD (SAMBRO),7.47,2025,1080,2024,1010,6.93,,10000,false
656,357020,357,20,HFX,WYSE RD (MEAGHER'S GRANT) TO ELDERBANK BACK RD,7.13,2025,1080,2024,990,9.09,,10000,false
660,3190,3,190,QUE,TK 8 (LIVERPOOL) TO LIVERPOOL WEST LINE,3.03,2021,1070,2020,1190,-10.08,,10000,false
660,326010,326,10,COL,RTE 311 (EARLTOWN) TO RTE 256 (EARLTOWN),8.21,2025,1070,2022,930,4.79,,10000,false
660,6020,6,20,CUM,RTE 366 TO RIPLEY RD,8.07,2025,1070,2024,910,17.58,,10000,false
663,202005,202,5,HAN,TK 1 (LAKELAND) TO CROSS 3 RD (RAWDON),7.45,2024,1060,2023,940,12.77,,10000,false
663,2157,2,157,COL,GERRISH VALLEY RD (ECONOMY) TO WHARF RD (FIVE ISLANDS),5.8,2025,1060,2022,980,2.65,,10000,false
663,4013,4,13,COL,EAST MOUNTAIN RD TO STEVENS CROSS RD,9.04,2025,1060,2022,800,9.83,,10000,false
666,16035,16,35,GUY,LARRYS RIVER RD TO HALFWAY COVE BRIDGE,11.99,2023,1050,2022,640,64.06,,10000,false
667,1260,1,260,DIG,HWY 101 INTER/C (SMITHS COVE) TO HWY 101 (LANDSDOWNE),5.06,2024,1040,2021,1580,-13.01,,10000,false
667,309010,309,10,SHE,TK 3 (BARRINGTON) TO WHARF RD (PORT LA TOUR),11.12,2024,1040,2021,1110,-2.15,,10000,false
667,395020,395,20,INV,WEST LAKE AINSLIE RD (SOUTH SIDE RD) TO TROUT BROOK BRIDGE (TROUT BROOK),7.9,2023,1040,2020,810,8.69,,10000,false
670,10020,10,20,ANN,RTE 201 (NICTAUX) TO CRISP RD (ALBANY),12.86,2024,1030,2021,470,29.89,,10000,false
670,10025,10,25,ANN,CRISP RD (ALBANY) TO TROUT LAKE RD (ALBANY),4.94,2024,1030,2021,990,1.33,,10000,false
670,7052,7,52,HFX,MURPHY RD (MURPHY'S COVE) TO MOOSELAND RD (MOOSELAND),9.11,2025,1030,2024,1220,-15.57,,10000,false
670,7062,7,62,HFX,RTE 374 TO PORT DUFFERIN BRIDGE (SALMON RIVER),11.99,2025,1030,2024,1080,-4.63,,10000,false
674,30047,30,47,VIC,WHITE POINT RD TO BAY ST LAWRENCE RD (CAPE NORTH),4.71,2023,1018,2020,780,9.28,,10000,false
675,236040,236,40,HAN,KING RD (UPPER KENNETCOOK) TO GEORGEFIELD RD (LATTIES BROOK),7.82,2024,1010,2023,670,50.75,,10000,false
675,316015,316,15,ANT,ANTIGONISH-GUYSBOROUGH RD (ST ANDREWS) TO OLD PINEVALE RD (FRASERS MILLS),8.09,2023,1010,2022,950,6.32,,10000,false
677,3230,3,230,SHE,EAST JORDAN-WEST GREEN HARBOUR LINE TO HWY 103 (JORDAN FALLS),8.91,2024,1000,2021,1100,-3.13,,10000,false
678,4014,4,14,COL,STEVENS CROSS RD TO HIGHWAY 104 CONNECTOR (EXIT 18A),7.32,2025,990,2022,890,3.61,,10000,false
679,217010,217,10,DIG,RTE 303 (WARWICK ST) TO DIGBY TOWN LINE,1.1,2025,980,2024,930,5.38,,10000,false
680,10035,10,35,ANN,LAKE PLEASANT RD (SPRINGFIELD) TO NORTH RIVER RD (MEISENERS SECTION),10.83,2024,970,2021,990,-0.68,,10000,false
680,210010,210,10,QUE,TK 8 TO MEDWAY RIVER RD (GREENFIELD),8.88,2024,970,2021,730,9.94,,10000,false
680,215020,215,20,HAN,RTE 236 (SOUTH MAITLAND) TO OLD RTE 236 (MAITLAND),8.28,2024,970,2023,980,-1.02,,10000,false
680,2162,2,162,CUM,MOOSE RIVER BRIDGE TO SWAN CREEK RD (PARRSBORO EAST LINE),12.25,2025,970,2022,820,5.76,,10000,false
680,252020,252,20,INV,LAKE AINSLIE CHAPEL RD (BROOK VILLAGE) TO TK 19 (MABOU),9.05,2023,970,2020,740,9.44,,10000,false
685,245035,245,35,ANT,PLEASANT VALLEY RD (MARYVALE) TO ANTIGONISH NORTH TOWN LINE,10.71,2023,960,2020,1470,-13.24,,10000,false
685,3240,3,240,SHE,EAST END SHELBURNE BY-PASS (HWY 103) TO SHELBURNE TOWN LINE (EAST),3.21,2024,960,2021,980,-0.68,,10000,false
685,395025,395,25,INV,TROUT BROOK BRIDGE (TROUT BROOK) TO STRATHLORNE-SCOTSVILLE RD (SCOTSVILLE),10.74,2023,960,2020,700,11.1,,10000,false
688,212027,212,27,HFX,WYSES RD TO RTE 357 (ELDERBANK),7.37,2025,950,2024,960,-1.04,,10000,false
688,223035,223,35,CB,RTE 216 TO BIG BEACH-SHUNACADIA LINE,9.27,2023,950,2020,610,15.91,,10000,false
688,30040,30,40,VIC,INGONISH FERRY BRIDGE TO CBH PARK SOUTH BOUNDARY (INGONISH BEACH),7.3,2023,950,2020,800,5.9,,10000,false
688,326020,326,20,COL,RTE 256 (EARLTOWN) TO TK 6 (BRULE),11.4,2025,950,2022,890,2.2,,10000,false
692,12030,12,30,LUN,KINGS-LUNENBURG COUNTY LINE TO ADAMS RD (HARRISTON),7.93,2024,940,2021,2030,-22.64,,10000,false
692,16040,16,40,GUY,RTE 316 (HALF ISLAND COVE) TO DOVER RD (HAZEL HILL),12.6,2023,940,2020,920,0.72,,10000,false
692,3220,3,220,SHE,BRIGHTON RD (LYDGATE) TO EAST JORDAN-WEST GREEN HARBOUR LINE,9.8,2024,940,2021,1080,-4.52,,10000,false
692,348035,348,35,PIC,SPRINGVALE RD (SPRINGVILLE) TO NEW GLASGOW SOUTH LINE,13.7,2025,940,2022,850,3.41,,10000,false
696,201015,201,15,ANN,PARADISE LANE (PARADISE) TO LAWRENCETOWN LANE,4.33,2024,930,2021,730,8.41,,10000,false
696,30020,30,20,VIC,RTE 312 TO LITTLE RIVER RD (LITTLE RIVER),13.13,2023,930,2020,350,38.51,,10000,false
696,30035,30,35,VIC,MACLEODS BROOK BRIDGE TO INGONISH FERRY BRIDGE,12.55,2023,930,2020,720,8.91,,10000,false
696,4065,4,65,ANT,SUMMERSIDE RD (TRACADIE) TO HWY 104 (EXIT 37),3.89,2023,930,2020,1020,-3.03,,10000,false
696,4135,4,135,RIC,HWY 104 (EXIT 47) TO HWY 104 (RIVER TILLARD),5.2,2023,930,2020,810,4.71,,10000,false
701,216020,216,20,CB,ESKASONI (WEST RESERVATION LINE) TO ESKASONI (EAST RESERVATION LINE),8.32,2023,920,2020,880,1.49,,10000,false
702,19040,19,40,INV,RTE 252 (MABOU) TO BLACKSTONE RD (BLACK RIVER),8.35,2023,910,2020,1310,-11.44,,10000,false
702,3315,3,315,YAR,SPINNEY RD (LOWER ARGYLE) TO HWY 103 (ARGYLE),9.13,2024,910,2021,440,27.41,,10000,false
704,16037,16,37,GUY,HALFWAY COVE BRIDGE TO RTE 316 (HALF ISLAND COVE),17.21,2023,900,2020,770,5.34,,10000,false
704,236050,236,50,COL,RTE 215 (SOUTH MAITLAND) TO BLACK ROCK RD,12.62,2025,900,2024,870,3.45,,10000,false
704,348060,248,60,PIC,CHANCE HARBOUR RD TO RTE 289 (LITTLE HARBOUR),7.03,2025,900,2023,60,287.3,,10000,false
704,8030,8,30,QUE,MAITLAND BRIDGE TO NORTHFIELD RD (KEMPT),7.54,2024,900,2021,880,0.75,,10000,false
708,1315,1,315,DIG,SALMON RIVER RD (SALMON RIVER) TO BEAVER RIVER RD (BEAVER RIVER),5.91,2024,890,2021,870,0.76,,10000,false
709,320030,320,30,RIC,D'ESCOUSSE WEST LINE TO RTE 206 (ARICHAT),10.96,2023,880,2020,750,5.47,,10000,false
709,344010,344,10,GUY,HWY 104 (AULDS COVE) TO MULGRAVE NORTH LINE,2.88,2025,880,2023,2210,-36.9,,10000,false
711,7090,7,90,GUY,RTE 348 (MELROSE) TO ROUTE 347 (ASPEN),5.01,2023,870,2020,360,34.2,,10000,false
712,14090,14,90,LUN,HANTS/LUNENBURG COUNTY LINE TO SHERWOOD RD (SHERWOOD),6.81,2024,860,2023,880,-2.27,,10000,false
712,223025,223,25,VIC,PORTAGE RD TO RED POINT RD (MCKINNONS HARBOUR),9.72,2023,860,2020,730,5.61,,10000,false
712,359020,359,20,KIN,RTE 221 (CENTREVILLE) TO WEST HALLS HARBOUR RD,11.02,2024,860,2021,460,23.19,,10000,false
715,289003,289,3,COL,RTE 236 (GREEN OAKS) TO HWY 102 INTER/C (BROOKFIELD),12.74,2025,850,2024,430,97.67,,10000,false
715,30045,30,45,VIC,CBH PARK BOUNDARY (BROAD COVE) TO NEW HAVEN RD,15.15,2023,850,2020,310,39.96,,10000,false
717,201010,201,10,ANN,MORSE RD (CARLETON CORNER) TO PARADISE LANE (PARADISE),7.98,2024,840,2021,330,36.54,,10000,false
717,205020,205,20,VIC,BADDECK EAST LINE TO HWY 105 (EAST END OF BADDECK BY-PASS),8.53,2023,840,2020,680,7.3,,10000,false
717,209010,209,10,CUM,TK 2 (PARRSBORO) TO RAMSHEAD RIVER RD (DILIGENT RIVER),10.03,2025,840,2022,800,1.64,,10000,false
717,3128,3,128,LUN,LUNENBURG-DEANS CORNER LINE TO RTE 332 (LUNENBURG),1.43,2008,840,,,,,10000,false
