sale_date,store,sales
2026-01-17,CLAYTON-PARK,2494.34
2026-01-17,NORTH-END,2500.41
2026-01-17,QUINPOOL,3185.64
2026-01-17,SPRING-GARDEN,3924.27
2026-01-18,BEDFORD,2011.45
2026-01-18,CLAYTON-PARK,1310.83
2026-01-18,NORTH-END,1403.42
2026-01-18,QUINPOOL,1761.72
2026-01-18,SPRING-GARDEN,2180.82
2026-01-19,BEDFORD,1608.23
2026-01-19,CLAYTON-PARK,995.78
2026-01-19,NORTH-END,1073.69
2026-01-19,QUINPOOL,1327.77
2026-01-19,SPRING-GARDEN,1825.30
2026-01-20,BEDFORD,1745.00
2026-01-20,CLAYTON-PARK,1096.19
2026-01-20,NORTH-END,1230.49
2026-01-20,QUINPOOL,1452.37
2026-01-20,SPRING-GARDEN,1844.78
2026-01-21,BEDFORD,1899.98
2026-01-21,CLAYTON-PARK,1237.50
2026-01-21,NORTH-END,1291.51
2026-01-21,QUINPOOL,1584.34
2026-01-21,SPRING-GARDEN,1947.21
2026-01-22,BEDFORD,2033.70
2026-01-22,CLAYTON-PARK,1269.80
2026-01-22,NORTH-END,1477.57
2026-01-22,QUINPOOL,1841.03
2026-01-22,SPRING-GARDEN,2309.51
2026-01-23,BEDFORD,2870.26
2026-01-23,CLAYTON-PARK,1842.92
2026-01-23,NORTH-END,1916.02
2026-01-23,QUINPOOL,2599.75
2026-01-23,SPRING-GARDEN,3082.31
2026-01-24,BEDFORD,3854.15
2026-01-24,CLAYTON-PARK,2220.93
2026-01-24,NORTH-END,2566.94
2026-01-24,QUINPOOL,3123.34
2026-01-24,SPRING-GARDEN,3831.32
2026-01-25,BEDFORD,2153.06
2026-01-25,CLAYTON-PARK,1287.37
2026-01-25,NORTH-END,1502.76
2026-01-25,QUINPOOL,1773.27
2026-01-25,SPRING-GARDEN,2105.16
2026-01-26,BEDFORD,1518.92
2026-01-26,CLAYTON-PARK,1000.12
2026-01-26,NORTH-END,1107.01
2026-01-26,QUINPOOL,1448.20
2026-01-26,SPRING-GARDEN,1664.42
2026-01-27,BEDFORD,1719.76
2026-01-27,CLAYTON-PARK,1081.91
2026-01-27,NORTH-END,1204.94
2026-01-27,QUINPOOL,1467.74
2026-01-27,SPRING-GARDEN,1803.78
2026-01-28,BEDFORD,1943.68
2026-01-28,CLAYTON-PARK,1175.37
2026-01-28,NORTH-END,1323.46
2026-01-28,QUINPOOL,1600.94
2026-01-28,SPRING-GARDEN,1951.30
2026-01-29,BEDFORD,2132.76
2026-01-29,CLAYTON-PARK,1258.22
2026-01-29,NORTH-END,1470.61
2026-01-29,QUINPOOL,1667.28
2026-01-29,SPRING-GARDEN,2173.17
2026-01-30,BEDFORD,2751.40
2026-01-30,CLAYTON-PARK,1851.45
2026-01-30,NORTH-END,1951.68
2026-01-30,QUINPOOL,2592.21
2026-01-30,SPRING-GARDEN,3093.90
2026-01-31,BEDFORD,3664.13
2026-01-31,CLAYTON-PARK,2351.45
2026-01-31,NORTH-END,2706.97
2026-01-31,QUINPOOL,3124.98
2026-01-31,SPRING-GARDEN,4142.87
