"license_number","license_type","establishment","street_address","city_town","province","postal_code","location"
"001429","Club","R.C.A.F. Association #102 Wing, Truro","22 Cottage ST","Truro","NS","B2N 4P3","22 Cottage ST
Truro, NS B2N 4P3
(45.36303, -63.26992)"
"001430","Club","Sergeants Mess Association","551 Main ST","Glace Bay","NS","B1A 4X5","551 Main ST
Glace Bay, NS B1A 4X5
(46.19719, -59.95336)"
"001432","Club","Yarmouth Knights of Columbus Club","10 Collins ST","Yarmouth","NS","B5A 3C4","10 Collins ST
Yarmouth, NS B5A 3C4
(43.83687, -66.1186)"
"001437","Club","Truro Horsemen's Club","288 Main ST","Bible Hill","NS","B2N 5C5","288 Main ST
Bible Hill, NS B2N 5C5
(45.3789, -63.27593)"
"001438","Club","Northern Yacht Club","27 Seaview DR","North Sydney","NS","B2A 3M1","27 Seaview DR
North Sydney, NS B2A 3M1
(46.19206, -60.2688)"
"001439","Club","Country Harbour Gun Club","16740 Highway 316","Country Harbour","NS","B0H 1J0","16740 Highway 316
Country Harbour, NS B0H 1J0
(45.25537, -61.82961)"
"001443","Club","Bridgewater Curling Club","90 Dominion ST","Bridgewater","NS","B4V 2K1","90 Dominion ST
Bridgewater, NS B4V 2K1
(44.37554, -64.52286)"
"001445","Club","Westphal-Cole Harbour Firefighters Association","1150 Cole Harbour RD","Dartmouth","NS","B2V 1E7","1150 Cole Harbour RD
Dartmouth, NS B2V 1E7
(44.67217, -63.48439)"
"001446","Club","G.B. Centennial Citizens Band Radio Club","50 West AV","Glace Bay","NS","B1A 5P3","50 West AV
Glace Bay, NS B1A 5P3
(46.21129, -59.95946)"
"001447","Club","Wellington/Fletchers Lake Station House","4132 #2 HY","Wellington","NS","B2T 1A3","4132 #2 HY
Wellington, NS B2T 1A3
(44.85316, -63.60853)"
"001450","Club","Club Social Des Isles","1402 Highway 308","Tusket","NS","B0W 3M0","1402 Highway 308
Tusket, NS B0W 3M0
(43.76174, -65.93557)"
"001451","Special Premises","Paragon Golf & Country Club","380 Brookside DR","West Kingston","NS","B0P 1R0","380 Brookside DR
West Kingston, NS B0P 1R0
(44.9802, -64.96219)"
"001452","Club","R.C.A.F. Association #110 (Northumberland) Wing","173 MacKay ST","Stellarton",,"B0K 1S0","173 MacKay ST
Stellarton,  B0K 1S0
(45.55762, -62.659)"
"001453","Club","Royal N.S. Yacht Squadron","376 Purcell's Cove RD","Halifax","NS","B3P 1C7","376 Purcell's Cove RD
Halifax, NS B3P 1C7
(44.62129, -63.58214)"
"001455","Club","Hub Athletic Club","50 East AV","Glace Bay","NS","B1A 5V4","50 East AV
Glace Bay, NS B1A 5V4
(46.21533, -59.95938)"
"001456","Club","Sydney Curling Club","619 George ST","Sydney","NS","B1P 6J7","619 George ST
Sydney, NS B1P 6J7
(46.13433, -60.19125)"
"001459","Special Premises","Airlane Golf Club","2103 Old Guysborough RD","Halifax Co.","NS","B0N 1Y0",
"001462","Special Premises","VIA Rail Canada Inc.","1161 Hollis ST","Halifax","NS","B3H 2P6","1161 Hollis ST
Halifax, NS B3H 2P6
(44.63966, -63.56841)"
"001463","Special Premises","VIA Rail Canada Inc.","1161 Hollis ST","Halifax","NS","B3H 2P6","1161 Hollis ST
Halifax, NS B3H 2P6
(44.63966, -63.56841)"
"001468","Special Premises","Neptune Theatre Foundation","1593 Argyle ST","Halifax","NS","B3J 2B2","1593 Argyle ST
Halifax, NS B3J 2B2
(44.64596, -63.57423)"
"001469","Club","RCL Br. 1, Middleton","205 Marshal ST","Middleton","NS","B0S 1P0","205 Marshal ST
Middleton, NS B0S 1P0
(44.94284, -65.07632)"
"001471","Club","RCL Br. 46, Canso","1131 Union ST","Canso","NS","B0H 1H0","1131 Union ST
Canso, NS B0H 1H0
(45.33754, -61.00085)"
"001472","Club","RCL Br. 21, Annapolis Royal","66 Victoria ST","Annapolis Royal","NS","B0S 1A0","66 Victoria ST
Annapolis Royal, NS B0S 1A0
(44.74469, -65.51644)"
"001473","Club","RCL Br. 48, Elmsdale","850 Highway #2","Elmsdale","NS","B2S 1M1","850 Highway #2
Elmsdale, NS B2S 1M1
(44.97196, -63.49993)"
"001474","Club","RCL Br. 14, River Hebert","1596 Main ST","River Hebert","NS","B0L 1G0","1596 Main ST
River Hebert, NS B0L 1G0
(45.69092, -64.38559)"
"001475","Club","RCL Br. 150, Arichat","1219 Veteran's Memorial DR","Arichat","NS","B0E 1A0","1219 Veteran's Memorial DR
Arichat, NS B0E 1A0
(45.51356, -60.98269)"
"001476","Club","RCL Br. 153, Whites Lake","3495 Prospect RD","Whites Lake","NS","B3T 1Z3","3495 Prospect RD
Whites Lake, NS B3T 1Z3
(44.52518, -63.77062)"
"001477","Club","RCL Br. 15, New Waterford","3472 Plummer AV","New Waterford","NS","B1H 1Z5","3472 Plummer AV
New Waterford, NS B1H 1Z5
(46.24911, -60.09003)"
"001479","Military","Chez Nous","1190 Westmount RD","Sydney","NS","B1P 5Z8","1190 Westmount RD
Sydney, NS B1P 5Z8
(46.14479, -60.22743)"
"001481","Military","Canadian Forces Base Halifax","FMO Halifax","Halifax","NS","B3K 2X0",
"001485","Military","Canadian Forces Base - 14 Wing Greenwood",,"Greenwood","NS","B0P 1N0","
Greenwood, NS B0P 1N0
(44.97316, -64.93242)"
"001492","Military","HMCS Scotian","2111 Upper Water ST","Halifax","NS","B3K 2X0","2111 Upper Water ST
Halifax, NS B3K 2X0
(44.65262, -63.57735)"
"001497","Club","New Caledonian Curling Club","66 Caladh ST","Pictou","NS","B0K 1H0","66 Caladh ST
Pictou, NS B0K 1H0
(45.6838, -62.70578)"
"001506","Eating Establishment","Miller's Dine & Lounge","150 Willow ST","Truro","NS","B2N 4Z6","150 Willow ST
Truro, NS B2N 4Z6
(45.36016, -63.2902)"
"001509","Special Premises","Glengarry Motel & Restaurant","150 Willow ST","Truro","NS","B2N 4Z6","150 Willow ST
Truro, NS B2N 4Z6
(45.36016, -63.2902)"
"001512","Eating Establishment","Gales Eatery","417 Main ST","Yarmouth","NS","B5A 4B2","417 Main ST
Yarmouth, NS B5A 4B2
(43.83915, -66.11942)"
"001513","Lounge","Haley's Lounge","417 Main ST","Yarmouth","NS","B5A 4B2","417 Main ST
Yarmouth, NS B5A 4B2
(43.83915, -66.11942)"
"001527","Eating Establishment","White Point Beach Lodge Dining Room","75 White Point RD","Hunts Point","NS","B0T 1G0","75 White Point RD
Hunts Point, NS B0T 1G0
(43.96231, -64.7468)"
"001528","Lounge","White Point Beach Lodge Lounge","75 White Point RD","Hunts Point","NS","B0T 1G0","75 White Point RD
Hunts Point, NS B0T 1G0
(43.96231, -64.7468)"
"001529","Special Premises","White Point Beach Lodge","75 White Point RD","Hunts Point","NS","B0T 1G0","75 White Point RD
Hunts Point, NS B0T 1G0
(43.96231, -64.7468)"
"001554","Club","Italian Canadian Cultural Association","2629 Agricola ST","Halifax","NS","B3K 4C7","2629 Agricola ST
Halifax, NS B3K 4C7
(44.65588, -63.59422)"
"001556","Club","Pictou Club","58 Front ST","Pictou","NS","B0K 1H0","58 Front ST
Pictou, NS B0K 1H0
(45.67633, -62.70651)"
"001561","Club","Sydney River Fire Dept. Men's Club","36 Lewis DR","Sydney River","NS","B1S 1T2","36 Lewis DR
Sydney River, NS B1S 1T2
(46.11172, -60.22088)"
"001565","Club","RCL Br. 120, East Ship Harbour","15463 Hwy. #7, RR #2 .","Tangier","NS","B0J 3H0","15463 Hwy. #7, RR #2 .
Tangier, NS B0J 3H0
(44.77757, -62.78839)"
"001566","Club","RCL Br. 105, North Ingonish","35969 Cabot Trail","North Ingonish","NS","B0C 1L0","35969 Cabot Trail
North Ingonish, NS B0C 1L0
(46.69182, -60.3651)"
"001567","Club","RCL Br. 151, Howie Centre (East Bay)","2317 King's RD","Sydney","NS","B1L 1C1","2317 King's RD
Sydney, NS B1L 1C1
(46.07044, -60.27879)"
"001568","Club","RCL Br. 35, Westville","2066 Spring Garden RD","Westville","NS","B0K 2A0","2066 Spring Garden RD
Westville, NS B0K 2A0
(45.5673, -62.70702)"
"001569","Club","RCL Br. 116, Seabright","11169 Peggy's Cove RD","Seabright","NS","B3Z 3A6","11169 Peggy's Cove RD
Seabright, NS B3Z 3A6
(44.60734, -63.92165)"
"001572","Special Premises","Universite Sainte Anne (Le Chateau)","1695 Highway 1","Church Point","NS","B0W 1M0","1695 Highway 1
Church Point, NS B0W 1M0
(44.33279, -66.11532)"
"001576","Special Premises","Inn on Prince Hotel and Conference Centre - Truro","437 Prince ST","Truro","NS","B2N 1E6","437 Prince ST
Truro, NS B2N 1E6
(45.36663, -63.28973)"
"001578","Eating Establishment","Amherst Shore Country Inn","5091 Route 366","Lorneville","NS","B4H 3X9","5091 Route 366
Lorneville, NS B4H 3X9
(45.98864, -63.96361)"
"001587","Eating Establishment","Motel Transcotia","3457 Highway #7","Brooklyn","NS","B0J 1H0","3457 Highway #7
Brooklyn, NS B0J 1H0
(44.05899, -64.68107)"
"001608","Eating Establishment","House of Wong","110 Water ST","Mount Pleasant","NS","B0V 1A0","110 Water ST
Mount Pleasant, NS B0V 1A0
(44.63524, -65.76825)"
"001614","Club","Le Club Acadien","7191 Highway 3","St. Anne du Ruisseau","NS","B0W 2X0","7191 Highway 3
St. Anne du Ruisseau, NS B0W 2X0
(43.83593, -65.92815)"
"001615","Club","Ashburn Golf & Country Club (Halifax)","3250 Joseph Howe DR","Halifax","NS","B3L 4T7","3250 Joseph Howe DR
Halifax, NS B3L 4T7
(44.64934, -63.63487)"
"001616","Club","Ashburn Golf & Country Club","60 Golf Club RD","Windsor Jct.","NS","B2T 1Z2","60 Golf Club RD
Windsor Jct., NS B2T 1Z2
(44.80908, -63.64898)"
"001617","Club","St. Joseph's Lebanese & Syrian Club","30 MacKenzie ST","Sydney","NS","B1P 1W5","30 MacKenzie ST
Sydney, NS B1P 1W5
(46.13468, -60.18623)"
"001621","Club","Hubbards Area Lions Club","21 Lions Club RD","Fox Point","NS","B0J 1T0","21 Lions Club RD
Fox Point, NS B0J 1T0
(44.60478, -64.05922)"
"001622","Club","L.W.F. Firemen's Assoc. Social Club","843 Fall River RD","Fall River","NS","B2T 1G5","843 Fall River RD
Fall River, NS B2T 1G5
(44.80788, -63.63987)"
"001623","Club","Purcell's Cove Social Club","16 Shipside LN","Halifax","NS","B3P 0K2","16 Shipside LN
Halifax, NS B3P 0K2
(44.59991, -63.55905)"
"001627","Club","RCL Br. 95,  Bedford","1772 Bedford Highway","Bedford","NS","B4A 1G2","1772 Bedford Highway
Bedford, NS B4A 1G2
(44.74097, -63.65547)"
"001628","Club","RCL Br. 122, Clementsport","2008 Highway #1","Clementsport","NS","B0S 1E0","2008 Highway #1
Clementsport, NS B0S 1E0
(44.67515, -65.60429)"
"001629","Club","RCL Br. 31, Dartmouth (Somme)","54 King ST","Dartmouth","NS","B2Y 2R5","54 King ST
Dartmouth, NS B2Y 2R5
(44.66585, -63.5672)"
"001631","Club","RCL Br. 129, Halifax (White Ensign)","5519 Almon ST","Halifax","NS","B3K 1T4","5519 Almon ST
Halifax, NS B3K 1T4
(44.65973, -63.59548)"
"001670","Eating Establishment","Lobster Galley Restaurant","51943 Cabot Trail","South Haven","NS","B0E 1B0","51943 Cabot Trail
South Haven, NS B0E 1B0
(46.20845, -60.59528)"
"001672","Eating Establishment","Bluenose II Restaurant & Grill","1824 Hollis ST","Halifax","NS","B3J 1W4","1824 Hollis ST
Halifax, NS B3J 1W4
(44.64937, -63.57374)"
"001682","Eating Establishment","Lane's Privateer Inn","27-29 Bristol AV","Liverpool","NS","B0T 1KO","27-29 Bristol AV
Liverpool, NS B0T 1KO
(44.04178, -64.71792)"
"001683","Lounge","Lane's Privateer Inn Lounge","27-29 Bristol AV","Liverpool","NS","B0T 1KO","27-29 Bristol AV
Liverpool, NS B0T 1KO
(44.04178, -64.71792)"
"001686","Special Premises","Old Orchard Inn","153 Greenwich RD","Wolfville","NS","B4P 2R2","153 Greenwich RD
Wolfville, NS B4P 2R2
(45.07339, -64.4018)"
"001699","Club","Berwick & District Lions Club","250 Veterans DR","Berwick","NS","B0P 1E0","250 Veterans DR
Berwick, NS B0P 1E0
(45.04476, -64.74309)"
"001702","Club","Liverpool Curling Club","108 Gorham ST","Liverpool","NS","B0T 1K0","108 Gorham ST
Liverpool, NS B0T 1K0
(44.03799, -64.71457)"
"001704","Club","Meteghan Fire Department","31 Meteghan Connector RD","Meteghan","NS","B0W 2J0","31 Meteghan Connector RD
Meteghan, NS B0W 2J0
(44.17891, -66.17395)"
"001706","Club","Resolute A. A. Club","5461 Inglis ST","Halifax","NS","B3H 1J6","5461 Inglis ST
Halifax, NS B3H 1J6
(44.63569, -63.57213)"
"001708","Club","Stellarton Firefighters Association","11 Jubilee AV","Stellarton","NS","B0K 1S0","11 Jubilee AV
Stellarton, NS B0K 1S0
(45.55957, -62.66205)"
"001715","Special Premises","Michelin Sports & Social Club (Waterville)","940 Randolph RD","Cambridge","NS","B0P 1G0","940 Randolph RD
Cambridge, NS B0P 1G0
(45.04676, -64.66014)"
"001716","Club","RCL Br. 59, Antigonish","75 St. Ninian ST","Antigonish","NS","B2G 2R8","75 St. Ninian ST
Antigonish, NS B2G 2R8
(45.6205, -61.98927)"
"001717","Club","RCL Br. 3, Glace Bay","43 Union ST","Glace Bay","NS","B1A 2P6","43 Union ST
Glace Bay, NS B1A 2P6
(46.19593, -59.95806)"
"001720","Club","RCL Br. 124, Iona","4237 Highway 223","Iona","NS","B2C 1A3","4237 Highway 223
Iona, NS B2C 1A3
(45.95203, -60.81405)"
"001721","Club","RCL Br. 4, Joggins","12 School ST","Joggins","NS","B0L 1A0","12 School ST
Joggins, NS B0L 1A0
(45.69148, -64.43989)"
